city,date,pm25,pm10,no2,so2,aqi
Bangalore,24-12-2022,78.3,535.5,24.4,74.2,334.8
Delhi,25-12-2022,455,11,142.4,48.2,284.8
Mumbai,25-12-2022,229.4,157.8,53.6,74.4,305
Chennai,25-12-2022,167.8,24.1,85.5,67,15.8
Kolkata,25-12-2022,435.2,100.6,93.9,41.3,459.8
Bangalore,25-12-2022,61.6,466.7,130.5,76.1,124.6
Delhi,26-12-2022,468.5,487.4,51,51.7,148.9
Mumbai,26-12-2022,8.9,75.6,94,2.4,18.2
Chennai,26-12-2022,265,48.2,116,74.9,400.8
Kolkata,26-12-2022,134.9,510.9,26.4,70,439.8
Bangalore,26-12-2022,292.6,296.2,97.5,16.1,405.9
Delhi,27-12-2022,439.3,415.7,29.6,47.3,217.5
Mumbai,27-12-2022,370.8,464,2.5,16,53.4
Chennai,27-12-2022,443.7,573.1,95.5,11.1,433
Kolkata,27-12-2022,187.6,39.9,83.1,17.2,233.5
Bangalore,27-12-2022,62.5,101.1,52.7,31.3,202.6
Delhi,28-12-2022,272.2,154.6,22.5,62.5,473.1
Mumbai,28-12-2022,258.5,251.6,107.9,33.7,485.3
Chennai,28-12-2022,29,452.5,95.3,34.9,491.3
Kolkata,28-12-2022,466.6,311.4,142.6,77.3,155.7
Bangalore,28-12-2022,460,34.4,142.9,92.3,169.9
Delhi,29-12-2022,293.9,414.3,48,36.1,268.6
Mumbai,29-12-2022,115.4,106.8,19.7,74.4,320.9
Chennai,29-12-2022,117.8,407.5,92.8,23,346.2
Kolkata,29-12-2022,178.1,431.8,114.2,76.9,121.9
Bangalore,29-12-2022,258.6,525.9,86.7,3.7,82
Delhi,30-12-2022,364.7,246.6,18.3,58.4,436
Mumbai,30-12-2022,248.7,338.5,0.9,92,174.7
Chennai,30-12-2022,170.9,47.5,55.9,88.6,205.5
Kolkata,30-12-2022,371.3,56.2,55.9,21.2,274.6
Bangalore,30-12-2022,74.7,334,102.7,79.2,483.5
Delhi,31-12-2022,165.4,385.6,149.8,85.3,16.3
Mumbai,31-12-2022,445.3,320.4,58.4,10.7,155.8
Chennai,31-12-2022,277.5,63.8,61.2,47.5,192.1
Kolkata,31-12-2022,282,553.5,95.6,44,82
Bangalore,31-12-2022,47.9,512.5,26.4,88.7,494.9
Delhi,01-01-2023,82.4,127.9,36.8,55.7,346.5
Mumbai,01-01-2023,376.1,278,116.9,94.8,371.6
Chennai,01-01-2023,285.2,24.5,136.4,75.7,146.2
Kolkata,01-01-2023,50.6,267.2,54,35.9,435.4
Bangalore,01-01-2023,437.7,202.2,91.3,36.8,241.2
Delhi,02-01-2023,345.1,11.4,134.1,43.1,276.5
Mumbai,02-01-2023,421.8,414.2,82.4,83.9,115.2
Chennai,02-01-2023,432.8,561.5,8.6,12.1,429.8
Kolkata,02-01-2023,495.1,559.6,54.3,15,75
Bangalore,02-01-2023,196.4,435.5,83.6,44.7,58.8
Delhi,03-01-2023,113.1,460.6,53.2,73.3,431.8
Mumbai,03-01-2023,200.1,434,134.3,47.6,177.2
Chennai,03-01-2023,345.7,212.5,104.6,73.5,248.9
Kolkata,03-01-2023,133.3,346,29.5,66.5,395.4
Bangalore,03-01-2023,387.4,539.2,79,93.7,491.1
Delhi,04-01-2023,50.6,238.8,13.8,70.8,223.6
Mumbai,04-01-2023,365.4,190.4,18.3,88.7,308.8
Chennai,04-01-2023,184,437.4,143.2,51.1,396.6
Kolkata,04-01-2023,137.3,513.7,26.9,62.8,116.1
Bangalore,04-01-2023,434,57,6.5,67.2,162.6
Delhi,05-01-2023,68.8,408.6,109.4,58.9,384.5
Mumbai,05-01-2023,194.2,258.9,4.8,24.6,20.9
Chennai,05-01-2023,155.7,414.7,136.8,57.8,194.5
Kolkata,05-01-2023,263.8,593.4,98.2,17.7,480.7
Bangalore,05-01-2023,103.2,361.9,33.7,82.4,182.2
Delhi,06-01-2023,478.7,220.8,110.2,21.6,123
Mumbai,06-01-2023,92.6,194.3,46.6,38.1,285.4
Chennai,06-01-2023,9.7,224.9,91.8,44.9,267.1
Kolkata,06-01-2023,483.8,191.2,78.7,33,27.2
Bangalore,06-01-2023,214.7,270.8,118.9,18.9,209.8
Delhi,07-01-2023,475.3,437.2,45.4,88.5,408.6
Mumbai,07-01-2023,180.7,327.3,90.1,32.5,286.9
Chennai,07-01-2023,14,355.1,31.5,46.1,240.9
Kolkata,07-01-2023,330.7,88.1,110.1,51,141.1
Bangalore,07-01-2023,243.3,118.4,10.4,21.8,294
Delhi,08-01-2023,62.8,44.7,3.5,95,271.5
Mumbai,08-01-2023,175.4,592.4,35.6,89.6,428.6
Chennai,08-01-2023,441.9,283.7,85,9.9,463.1
Kolkata,08-01-2023,70,65.7,76.7,18.4,424.8
Bangalore,08-01-2023,122.2,395.6,56.5,15.7,66.4
Delhi,09-01-2023,183.6,126.3,148.7,43.7,399.3
Mumbai,09-01-2023,98.8,214.4,82.9,86.5,104.6
Chennai,09-01-2023,170.7,426.2,124.7,75.5,444.2
Kolkata,09-01-2023,307.8,49.1,94.4,55.5,103.2
Bangalore,09-01-2023,218.9,370.5,134.5,19.3,49.5
Delhi,10-01-2023,286.6,85.7,102.9,6.3,86.4
Mumbai,10-01-2023,68.9,98.3,62,55.7,357.2
Chennai,10-01-2023,126.6,546.8,88.1,99.5,326.6
Kolkata,10-01-2023,26.7,493.1,65.5,69.9,346.1
Bangalore,10-01-2023,140.2,439.8,57.2,12.6,457.8
Delhi,11-01-2023,191,586.8,133.9,19.6,179.5
Mumbai,11-01-2023,223.5,316.2,78.5,50.5,282.3
Chennai,11-01-2023,420.8,426.9,52.5,31,229.8
Kolkata,11-01-2023,17,240.7,29.1,34.7,217.7
Bangalore,11-01-2023,90.2,341.7,90.1,52.6,305.4
Delhi,12-01-2023,154.2,292.1,106.1,52.4,327.2
Mumbai,12-01-2023,309.8,277,46.1,83.6,128.2
Chennai,12-01-2023,58.5,159,92.1,79.6,426
Kolkata,12-01-2023,448.9,121.4,88.7,25.5,267.5
Bangalore,12-01-2023,289.9,215.4,125.5,69.7,499.8
Delhi,13-01-2023,105.4,118,88.3,6.5,217.7
Mumbai,13-01-2023,133.5,222.1,148.1,50.8,70.8
Chennai,13-01-2023,418.6,500.2,72,69.8,412.4
Kolkata,13-01-2023,228.8,302.1,39.1,12.1,494.1
Bangalore,13-01-2023,396.4,191.6,135.9,62.1,174
Delhi,14-01-2023,207.4,531.7,88.7,24.1,287.4
Mumbai,14-01-2023,359.7,528.7,135.2,15.2,374.7
Chennai,14-01-2023,394.5,176.9,48.9,33.4,126.6
Kolkata,14-01-2023,329.2,577,59.9,3.1,482.1
Bangalore,14-01-2023,178.9,59.5,103.1,86.5,488.5
Delhi,15-01-2023,218.3,257.6,54.2,41.3,39.2
Mumbai,15-01-2023,119.4,333.7,106.6,1.3,397.3
Chennai,15-01-2023,108.3,316,77.5,9.8,122.5
Kolkata,15-01-2023,397.6,415.9,17.6,26,193.9
Bangalore,15-01-2023,11.2,287.1,44.6,25.1,332.6
Delhi,16-01-2023,229.3,352.6,109.5,67,102.7
Mumbai,16-01-2023,375.7,49.3,10.4,45.5,493.8
Chennai,16-01-2023,452.9,43.7,18.8,19.8,181.9
Kolkata,16-01-2023,349.8,389.9,1,43.8,260.7
Bangalore,16-01-2023,469.3,266.6,6.9,19.9,335.7
Delhi,17-01-2023,339.6,46.4,100.6,45.1,184.3
Mumbai,17-01-2023,429.9,418.4,85.5,80,107.1
Chennai,17-01-2023,44.8,120,38,17,346.5
Kolkata,17-01-2023,152.9,599.1,114.6,72.5,422.2
Bangalore,17-01-2023,298.4,44.9,129.9,38.6,109.8
Delhi,18-01-2023,166.2,73.5,7.3,57.8,453.8
Mumbai,18-01-2023,457.8,156.3,37.2,84.7,240.9
Chennai,18-01-2023,382.5,156.4,144.6,67.5,383.9
Kolkata,18-01-2023,457.1,33.6,58.9,59.7,164.9
Bangalore,18-01-2023,414.1,424.6,92.8,53.8,259
Delhi,19-01-2023,42.4,58.8,33.9,45.5,45.2
Mumbai,19-01-2023,9.7,207,55.4,90.4,486.9
Chennai,19-01-2023,400.6,78.3,97,49.1,297.7
Kolkata,19-01-2023,155.3,548.8,17.9,20.2,148.5
Bangalore,19-01-2023,307.9,243,110.9,47.2,86.3
Delhi,20-01-2023,443.6,393.2,140.5,85.3,378.6
Mumbai,20-01-2023,79.8,269.5,16,5.2,60.2
Chennai,20-01-2023,293.9,516.1,5.7,15.9,143
Kolkata,20-01-2023,414.2,188,121.1,39.3,424.3
Bangalore,20-01-2023,230,202.2,1.1,50.3,450.1
Delhi,21-01-2023,308.9,98.6,23.3,97.8,463.1
Mumbai,21-01-2023,21.8,110.3,129.6,31.3,268.9
Chennai,21-01-2023,317.8,520.8,144.9,83,210.8
Kolkata,21-01-2023,106.3,237.4,32.9,31.5,9.7
Bangalore,21-01-2023,226.2,299.8,10.7,55,154.2
Delhi,22-01-2023,79.4,407.1,33.1,32.2,349.6
Mumbai,22-01-2023,330.7,503.5,93.6,40.3,420.7
Chennai,22-01-2023,18.5,228.2,142,94.5,355
Kolkata,22-01-2023,208.5,164.3,47.5,18.5,290.3
Bangalore,22-01-2023,354.8,53.2,42.4,61.3,252.7
Delhi,23-01-2023,301.9,165.6,92.4,57,244.2
Mumbai,23-01-2023,459.3,327.1,27.1,82.9,20.2
Chennai,23-01-2023,476.8,23.5,132.3,61.1,112.7
Kolkata,23-01-2023,435.9,164.3,23.5,20.6,3.7
Bangalore,23-01-2023,460,339.8,1.2,85.3,455.3
Delhi,24-01-2023,110.7,380.5,126.7,75.1,471.8
Mumbai,24-01-2023,178.6,343.7,144.7,64.7,463.8
Chennai,24-01-2023,135.4,599.2,98,39.6,19.6
Kolkata,24-01-2023,330.9,457.4,123.8,31.8,209.1
Bangalore,24-01-2023,305.3,246,39.8,3.5,162.8
Delhi,25-01-2023,76.9,156.7,86.2,10.6,33.1
Mumbai,25-01-2023,283.4,540.9,137.6,3.8,45.3
Chennai,25-01-2023,261,250.1,51.9,43.9,181.5
Kolkata,25-01-2023,200.7,395.2,116.9,12.4,422.8
Bangalore,25-01-2023,482.2,568.6,85.9,42.1,232.2
Delhi,26-01-2023,17.4,314.5,58.4,77.7,346.2
Mumbai,26-01-2023,248.2,135.5,14.7,65,370.1
Chennai,26-01-2023,303.6,304.9,8.7,36.6,27.6
Kolkata,26-01-2023,401.1,190.2,36.2,24.5,128.6
Bangalore,26-01-2023,321.4,509.8,144.8,93.3,206
Delhi,27-01-2023,60.8,545.9,114.8,67.7,159.4
Mumbai,27-01-2023,70.6,409.5,38.7,77.7,92.1
Chennai,27-01-2023,408.9,178.7,8,36.6,344.7
Kolkata,27-01-2023,289.8,455.1,84.4,61.9,124.4
Bangalore,27-01-2023,433.2,425.5,79,4,288
Delhi,28-01-2023,32.7,212.4,19.1,95.3,493.2
Mumbai,28-01-2023,313.4,410.2,51.3,82.2,360.4
Chennai,28-01-2023,172.9,338.7,11,22.4,405.5
Kolkata,28-01-2023,11.7,126.6,58.4,6.2,335.7
Bangalore,28-01-2023,43,24.7,57.2,70.5,279.5
Delhi,29-01-2023,477,179.2,76.2,71.1,453.4
Mumbai,29-01-2023,246.7,36.2,6,74.4,339.5
Chennai,29-01-2023,14,384.2,60.1,53.2,449.3
Kolkata,29-01-2023,260.1,386.5,46.4,4.1,90.1
Bangalore,29-01-2023,278.6,566.1,78.3,54.3,426.5
Delhi,30-01-2023,374.3,565.4,139.2,61,494.4
Mumbai,30-01-2023,426.3,10.3,114.2,51.7,416.3
Chennai,30-01-2023,126.5,36.4,19,65.2,422.3
Kolkata,30-01-2023,109.9,148.9,68.1,95.8,182.4
Bangalore,30-01-2023,498.4,336.5,98,73.9,206.7
Delhi,31-01-2023,212.1,489.5,57.1,78.4,186.2
Mumbai,31-01-2023,188.7,144.5,41.9,8.9,52.5
Chennai,31-01-2023,36,214.7,94.4,32.8,254.8
Kolkata,31-01-2023,191,310.6,27.1,29.3,342.9
Bangalore,31-01-2023,226.8,327.8,98.6,92.3,66.3
Delhi,01-02-2023,347.5,2.1,88.1,50.8,335.6
Mumbai,01-02-2023,327.5,459.1,30,49.5,334.3
Chennai,01-02-2023,260.9,203.9,54.5,14,115.1
Kolkata,01-02-2023,488.5,572,37.5,65.7,474.7
Bangalore,01-02-2023,468.6,371.4,144.7,44.7,451.2
Delhi,02-02-2023,420.2,145.6,24.9,21.5,22.9
Mumbai,02-02-2023,259.1,176.7,25.1,49.3,26.8
Chennai,02-02-2023,247.1,586.9,95.6,41.8,154.3
Kolkata,02-02-2023,345.3,388.3,117.3,55.4,236.6
Bangalore,02-02-2023,267.2,304.2,52.5,58.4,444.9
Delhi,03-02-2023,287.2,150.8,51.6,99.6,156.8
Mumbai,03-02-2023,481.5,156.6,130.7,99.6,257
Chennai,03-02-2023,373.8,103.9,139.5,62.9,168.6
Kolkata,03-02-2023,383.7,570.2,71.2,12.4,22.7
Bangalore,03-02-2023,9.8,274.6,84.3,65.8,409.4
Delhi,04-02-2023,293.8,242,10.2,74.8,372.7
Mumbai,04-02-2023,273.8,110.6,18.2,39,458.9
Chennai,04-02-2023,333,497.4,70.1,81.3,226.6
Kolkata,04-02-2023,402.8,462.5,138.3,39,242.3
Bangalore,04-02-2023,441.4,454.2,64.2,74.2,65
Delhi,05-02-2023,318.3,489.4,39.7,13,416.6
Mumbai,05-02-2023,365.7,246.8,78.1,29.1,491.5
Chennai,05-02-2023,371.4,448.3,145.5,68.1,106.6
Kolkata,05-02-2023,462.2,26,83.8,6.9,138.8
Bangalore,05-02-2023,458.9,327.2,32.7,95.4,407.9
Delhi,06-02-2023,416.3,242.5,57.6,0.1,12.5
Mumbai,06-02-2023,138.1,43,97.6,5.9,414.6
Chennai,06-02-2023,93.1,259.6,46.8,43.7,431.2
Kolkata,06-02-2023,134,72.9,32.6,7.9,393.4
Bangalore,06-02-2023,131.9,157.2,143.8,94.2,240.8
Delhi,07-02-2023,366.2,43.1,76.6,98,263.2
Mumbai,07-02-2023,161.8,555.3,15.3,16.7,317.7
Chennai,07-02-2023,310.6,367.2,3,8.8,173.6
Kolkata,07-02-2023,347.4,78.9,96,93.4,227.1
Bangalore,07-02-2023,298.4,577.3,68.7,65.5,280.1
Delhi,08-02-2023,93.2,449.9,28.8,16.7,336
Mumbai,08-02-2023,297.9,351.7,124.3,99.8,489.2
Chennai,08-02-2023,98,272.2,88.5,21.8,457.4
Kolkata,08-02-2023,247.3,446.8,50.5,9.6,88.6
Bangalore,08-02-2023,318.2,392.2,138,30.4,156.3
Delhi,09-02-2023,250.7,265.8,80,49.3,82.6
Mumbai,09-02-2023,225.7,24.1,0.4,8.6,381.1
Chennai,09-02-2023,439.1,312.7,44.1,40.2,478.8
Kolkata,09-02-2023,438.9,350.5,41,5.5,247.9
Bangalore,09-02-2023,316.6,289.5,51.5,8.9,374.9
Delhi,10-02-2023,6.8,500.9,43.7,18.4,208.7
Mumbai,10-02-2023,369.6,226.4,104.8,86.6,308
Chennai,10-02-2023,398.8,111.1,50.5,44.1,497.9
Kolkata,10-02-2023,261.5,525.1,144.8,7.1,257.8
Bangalore,10-02-2023,11.7,307.3,116.9,48.1,213
Delhi,11-02-2023,355.5,243.8,69.2,85.1,283.4
Mumbai,11-02-2023,373.5,422,64.2,38.9,385.8
Chennai,11-02-2023,302.7,273.9,14.4,35.5,294.3
Kolkata,11-02-2023,5.5,5.7,21.9,64.1,28.5
Bangalore,11-02-2023,8.9,364.7,129.1,55.8,438.3
Delhi,12-02-2023,361,599.3,42.7,9,243.8
Mumbai,12-02-2023,117,279.8,24,99.5,160.4
Chennai,12-02-2023,243.7,447.8,144.4,65.1,395.3
Kolkata,12-02-2023,98.8,9.3,128.5,43.4,77
Bangalore,12-02-2023,350.8,58.4,64.8,63.4,100.2
Delhi,13-02-2023,143.7,70.1,32.2,57.8,451.5
Mumbai,13-02-2023,76.4,559.4,33.7,21.7,199.8
Chennai,13-02-2023,207.1,39.4,89.3,16.4,148.1
Kolkata,13-02-2023,250.7,164,6.7,58.9,420.9
Bangalore,13-02-2023,285.1,554.7,90.4,74.3,192.2
Delhi,14-02-2023,84.6,399.6,130,59.7,283.3
Mumbai,14-02-2023,464.5,562,24.4,36.7,14.5
Chennai,14-02-2023,18.7,568.8,69.3,90,454.9
Kolkata,14-02-2023,97.8,502.9,20.5,78.5,457.6
Bangalore,14-02-2023,463.1,399.7,3.6,98.2,355.5
Delhi,15-02-2023,268.8,440.7,35.6,73.8,413.3
Mumbai,15-02-2023,212,500.2,72.1,68.2,339.4
Chennai,15-02-2023,483,0.4,142.4,86.8,476.9
Kolkata,15-02-2023,465.6,364.7,77.6,98.9,495.5
Bangalore,15-02-2023,112.8,104.8,109.1,9.6,195.5
Delhi,16-02-2023,465.6,235.2,15.1,56.9,87.7
Mumbai,16-02-2023,41.4,140.1,24.1,82.2,50.7
Chennai,16-02-2023,169.5,50.4,99.3,80.6,412.8
Kolkata,16-02-2023,300.3,421.4,40,18.7,251
Bangalore,16-02-2023,430.1,36.1,45.5,55.9,369.1
Delhi,17-02-2023,385.4,581.1,81.2,71.8,427
Mumbai,17-02-2023,485.1,327.6,116.6,14.7,406
Chennai,17-02-2023,52.8,552.3,50.3,64.5,368
Kolkata,17-02-2023,429.1,227.1,73,93.6,298.3
Bangalore,17-02-2023,104.5,486.6,47.7,59.9,248.9
Delhi,18-02-2023,465.7,303.5,35.2,93.3,325.5
Mumbai,18-02-2023,436.2,146.5,145.8,45.3,365
Chennai,18-02-2023,15.3,527.6,25.4,16.2,339.8
Kolkata,18-02-2023,461.9,449.7,100.2,15.1,249
Bangalore,18-02-2023,342.3,6.3,31.4,80.9,121
Delhi,19-02-2023,236.6,196.8,124,0.2,72.3
Mumbai,19-02-2023,84.7,354,78.8,77.4,305
Chennai,19-02-2023,442.7,508,57.3,7.1,28.6
Kolkata,19-02-2023,118,518.9,94.7,77.5,352
Bangalore,19-02-2023,494.7,165.8,94.5,56.2,354.7
Delhi,20-02-2023,460.4,306.5,6.3,51.8,177
Mumbai,20-02-2023,305.8,471.2,28.9,52.3,392.7
Chennai,20-02-2023,334.1,126,74.4,57.1,453.4
Kolkata,20-02-2023,69.5,38.9,35.7,2,470.1
Bangalore,20-02-2023,384.1,478.6,50.6,50.5,147
Delhi,21-02-2023,465.2,45.6,131.9,55,137.2
Mumbai,21-02-2023,9.8,509.9,40,95.6,432.9
Chennai,21-02-2023,119.2,204.3,36.5,56.5,252.6
Kolkata,21-02-2023,335.8,410.5,61.6,76.7,249.3
Bangalore,21-02-2023,480.5,326.7,26.5,35.7,349.2
Delhi,22-02-2023,161.1,100.4,43.6,75.2,459.3
Mumbai,22-02-2023,488.4,429.7,82.1,37.7,261.2
Chennai,22-02-2023,358.8,34.3,43.9,21.9,238.1
Kolkata,22-02-2023,162,108.9,126,59.2,272.3
Bangalore,22-02-2023,326.5,411.7,58.5,23.9,386.9
Delhi,23-02-2023,179.9,537.3,70.8,71.3,112.7
Mumbai,23-02-2023,203.8,70.6,147.9,78.4,200.9
Chennai,23-02-2023,454.3,37.8,95.4,26.5,324.6
Kolkata,23-02-2023,371.8,471,39.7,36,316.1
Bangalore,23-02-2023,332.3,196.2,140.6,40.3,131.8
Delhi,24-02-2023,487.1,574.2,69.1,5.2,303.2
Mumbai,24-02-2023,254.9,290.3,74,59.3,495.5
Chennai,24-02-2023,70.7,213.1,107.4,61,308.2
Kolkata,24-02-2023,307,500.4,139.7,9.7,401.3
Bangalore,24-02-2023,118,46.4,128.6,50.9,138.3
Delhi,25-02-2023,380.6,173,56.1,2.3,430.4
Mumbai,25-02-2023,90.6,214.1,43.7,21.2,139.6
Chennai,25-02-2023,2.2,17.9,75.6,58.9,153.6
Kolkata,25-02-2023,270.9,98.4,64.5,83.8,481.6
Bangalore,25-02-2023,261.9,396.6,44.6,81.1,186.3
Delhi,26-02-2023,142.1,435.9,65.4,41.6,218.1
Mumbai,26-02-2023,351.8,316.3,57,15.4,319.6
Chennai,26-02-2023,399.2,384,24.4,50.3,271.3
Kolkata,26-02-2023,149.5,242.9,145.9,8.2,90.1
Bangalore,26-02-2023,480.7,324.2,59.9,44.8,325.3
Delhi,27-02-2023,271.8,192.5,19.2,43.9,400.4
Mumbai,27-02-2023,28.7,330.6,76.4,74.2,106.5
Chennai,27-02-2023,124.4,356.8,110.3,25.5,465.5
Kolkata,27-02-2023,289.8,13.7,24.7,41.8,232.8
Bangalore,27-02-2023,102.8,406.1,139.3,88.4,471.5
Delhi,28-02-2023,6.7,558.6,99.2,90.2,434.1
Mumbai,28-02-2023,71.4,385.7,2.6,72.5,128.6
Chennai,28-02-2023,419.9,529.7,115.5,97.2,315.8
Kolkata,28-02-2023,386.9,508,25.1,40.3,294.9
Bangalore,28-02-2023,271.9,329.3,30.9,14.4,176.6
Delhi,01-03-2023,113.4,389.1,124.1,54.2,74.7
Mumbai,01-03-2023,486,173.1,81.5,67.4,143.2
Chennai,01-03-2023,188,468,121,19.6,343
Kolkata,01-03-2023,399.6,236.1,51.2,0.4,152.8
Bangalore,01-03-2023,119.1,421.5,135.6,74,200.6
Delhi,02-03-2023,17.6,362.7,136.5,27.7,474.1
Mumbai,02-03-2023,310.6,285.8,46.8,44.8,360.9
Chennai,02-03-2023,14.4,206.3,18.1,43.6,352.9
Kolkata,02-03-2023,110.5,577.9,108.7,57.4,496.3
Bangalore,02-03-2023,493.8,31.5,43.6,41.1,246.2
Delhi,03-03-2023,285.5,299.7,23.6,67.9,207.2
Mumbai,03-03-2023,372.2,153.8,34.1,12.4,67.6
Chennai,03-03-2023,57.5,182.9,133.3,33.6,464.3
Kolkata,03-03-2023,23.1,126.9,117.9,13.6,223.1
Bangalore,03-03-2023,73.1,251.5,26.4,52.3,466.9
Delhi,04-03-2023,493.3,448.8,74.7,94.9,493.1
Mumbai,04-03-2023,167.4,212.9,64,76.4,209.1
Chennai,04-03-2023,225.8,0.9,87.7,17.8,239.7
Kolkata,04-03-2023,172.7,270.4,55,8.4,479.5
Bangalore,04-03-2023,60.2,147,103.2,21.5,261
Delhi,05-03-2023,32.7,598,106.7,83.8,244.7
Mumbai,05-03-2023,304.8,548.6,62.7,34.8,147.3
Chennai,05-03-2023,37.9,587.8,92.7,26.8,445.6
Kolkata,05-03-2023,105.8,41.7,12.4,41.5,478.8
Bangalore,05-03-2023,198.1,594.7,130.5,15.5,142.4
Delhi,06-03-2023,180.2,118.9,36.1,39.2,55.8
Mumbai,06-03-2023,112.9,362.4,136.2,44.3,124.3
Chennai,06-03-2023,177.9,80,32.1,77.6,7.4
Kolkata,06-03-2023,151,117.5,108.8,58,232.8
Bangalore,06-03-2023,325.1,249.8,88.9,7,160.1
Delhi,07-03-2023,28.2,94.4,54.3,67.3,459
Mumbai,07-03-2023,401.3,564.9,145.2,58.9,260.1
Chennai,07-03-2023,412.9,584.1,144.4,70.1,381.7
Kolkata,07-03-2023,463.7,524.2,53.5,5.8,358.3
Bangalore,07-03-2023,491.5,528.6,16.7,9.3,61
Delhi,08-03-2023,152.9,257.8,105.5,77.5,374.1
Mumbai,08-03-2023,396.3,364.1,6.3,85.7,363
Chennai,08-03-2023,244.5,75.8,45.4,59.7,234.5
Kolkata,08-03-2023,437.8,4.1,98.5,32.1,25.9
Bangalore,08-03-2023,291.8,402.1,28.9,54.5,156.2
Delhi,09-03-2023,142.4,233.8,41.6,43.4,26.5
Mumbai,09-03-2023,178.7,102.9,144.7,41,390.6
Chennai,09-03-2023,354.5,15.6,87,80,109.1
Kolkata,09-03-2023,406.2,423.8,59.3,29.1,463.2
Bangalore,09-03-2023,13.2,433.8,47.8,99.9,72.3
Delhi,10-03-2023,328,315.9,144.2,0.5,302.8
Mumbai,10-03-2023,343.8,537.4,97.4,44.8,366.4
Chennai,10-03-2023,37.8,11.7,135.4,20.8,488.9
Kolkata,10-03-2023,436.1,163.1,124.5,48.4,447.3
Bangalore,10-03-2023,306.5,374.8,78.6,56.8,461.9
Delhi,11-03-2023,289.3,549.7,38,75.4,107.1
Mumbai,11-03-2023,285,481.2,56.6,92.8,149.6
Chennai,11-03-2023,351,543.4,143.8,51.6,196
Kolkata,11-03-2023,272.8,514.4,2.4,78.8,366.7
Bangalore,11-03-2023,366.2,502,73.8,91.2,122.2
Delhi,12-03-2023,117.6,475.6,126.3,16.8,457.5
Mumbai,12-03-2023,429.9,307.9,42.9,92.5,55.5
Chennai,12-03-2023,213,403.4,30.7,81.1,97.7
Kolkata,12-03-2023,167.1,47.9,122.7,2.8,472.6
Bangalore,12-03-2023,223.5,582.3,98.1,13.2,149.2
Delhi,13-03-2023,89.7,25.2,102.3,51.7,368.7
Mumbai,13-03-2023,389.2,338.4,8.2,3.3,491
Chennai,13-03-2023,431.2,565.4,106.5,52.2,496.7
Kolkata,13-03-2023,471.5,55.2,119.4,36.9,408.4
Bangalore,13-03-2023,464.2,10.4,137.1,13.1,102.4
Delhi,14-03-2023,145.2,7.5,136.3,77,223.9
Mumbai,14-03-2023,317.5,129.2,70.5,34.8,433.7
Chennai,14-03-2023,369.7,374.5,43.1,55.5,249.1
Kolkata,14-03-2023,375,50.6,8.3,40.5,235.4
Bangalore,14-03-2023,397.3,465.1,143.7,83.7,208.2
Delhi,15-03-2023,342.1,220.4,107.3,53.4,93.2
Mumbai,15-03-2023,25.4,499.9,11,80.5,237.7
Chennai,15-03-2023,375.9,451.7,139,10.3,341.6
Kolkata,15-03-2023,225.9,415.1,117.8,17.5,459.5
Bangalore,15-03-2023,328.9,137,92.8,44.1,296.7
Delhi,16-03-2023,207.2,229.4,33.7,13.5,416.2
Mumbai,16-03-2023,13.8,355.5,145.5,55.1,412.1
Chennai,16-03-2023,333.8,129.9,122.5,16.4,69.8
Kolkata,16-03-2023,379.6,165.7,147.1,8.1,348.8
Bangalore,16-03-2023,87.4,428.7,40.9,5.4,462.9
Delhi,17-03-2023,178.1,283.1,106.8,54.8,8.2
Mumbai,17-03-2023,111.4,528,81.7,86.3,486.3
Chennai,17-03-2023,497,382.6,18.3,53,130.3
Kolkata,17-03-2023,78.8,279,134.5,24.8,422.5
Bangalore,17-03-2023,499.6,50.4,100.3,54.6,464.9
Delhi,18-03-2023,393.3,284.5,135.2,70.9,25.4
Mumbai,18-03-2023,29.4,413,49.8,67.1,35
Chennai,18-03-2023,338.8,65.3,29.9,75.9,364
Kolkata,18-03-2023,343.4,538.6,8.6,13.8,26.8
Bangalore,18-03-2023,454,63,94.4,80.3,176.6
Delhi,19-03-2023,377.2,344.7,147.4,25.6,83.9
Mumbai,19-03-2023,334.4,242,23.6,68.5,469.7
Chennai,19-03-2023,429.2,19.3,126.2,84.7,433.9
Kolkata,19-03-2023,441.4,38.3,124.2,40.1,47.5
Bangalore,19-03-2023,186.5,351.3,92.7,45.5,19
Delhi,20-03-2023,470.7,559.4,13,20.2,48.7
Mumbai,20-03-2023,403.9,474.9,118.8,93.8,465.4
Chennai,20-03-2023,160.1,535.5,33.5,13.7,223.5
Kolkata,20-03-2023,327.1,293.4,37.5,98.5,124.5
Bangalore,20-03-2023,71,162,28.5,63.8,370.7
Delhi,21-03-2023,272.7,363.4,48.6,88,87.5
Mumbai,21-03-2023,58.9,487.1,42.2,74.4,229.4
Chennai,21-03-2023,189,219.6,124.5,75.7,429.3
Kolkata,21-03-2023,315,427.7,138.5,98.8,61.5
Bangalore,21-03-2023,320.3,338.2,104.8,42.7,137.5
Delhi,22-03-2023,143.8,462.9,20.3,71.1,47.8
Mumbai,22-03-2023,7.7,565.5,149.1,42.5,405.3
Chennai,22-03-2023,186,139.9,33.9,61,46.6
Kolkata,22-03-2023,62.6,528.5,18.3,4.5,130.8
Bangalore,22-03-2023,95.8,214.1,133.8,32.3,342.5
